Cognitive Distortion,Generative.Methods,Related Sentence,Generative.Model
긍정 축소화,추가,"[여자/17세]
---
칭찬받았지만, 그냥 선생님이 봐주신 거겠지.  잘했다는 말은 듣기 좋았지만, 사실 실수 투성이였어.  다른 애들은 훨씬 잘했는데,  나는 그냥 운이 좋았을 뿐이야.  결국엔 부족한 내 모습일 뿐이지.
",Gemini
긍정 축소화,추가,"[여자/17세]
---
시험에서 좋은 점수를 받았지만, 그냥 운이 좋았을 뿐이라고 생각했어요. 모두가 나를 칭찬했지만, 그들이 그냥 예의상 그러는 것 같아요. 점점 모든 일에 실패할 것 같아 걱정돼요.",Claude
낙인찍기,일반,"[남자/14]
---
또 혼자 점심 먹었다.  내가 뭘 잘못했기에 다들 나랑 안 놀아?  공부도 못하는 애랑 누가 어울리고 싶겠어.  결국 난 늘 혼자야.  다 내 잘못이지.
",GEMINI
낙인찍기,추가,"[남자/15]
---
아침에 밥 먹고 화장실 가니 엄마가 또 잔소리다.  ""맨날 그러니 돼지 같아.""  내가 뭘 잘못했지?  난 그냥 배고픈 대로 먹었을 뿐인데.  결국 난 먹보, 돼지,  쓰레기 같은 존재인가?
",Gemini
낙인찍기,일반,"[여자/17]  
---  
시험 기간, 도서관에서 A가 나를 피하는 걸 보니 안쓰럽고 미안한 생각이 든다. 내가 잘못했음을 아는데, 그 친구가 한마디라도 걸어주면 좋겠다는 마음이 계속 내 안에서 나를 괴롭힌다.",GPT
낙인찍기,일반,"[여자/18]
---
고3인 언니는 공부 못하는 나를 늘 깔본다.  내신 5등급인 내가 2등급 언니처럼 공부하라고?  웃기지도 않아.  이과인 언니는 나보다 낫다고 생각하는 것 같고.  나는 문과인데, 언니처럼 될 수 없다는 걸 알면서도 짜증이 난다.  결국, 나는 혼자 방에 틀어박혔다.
",GEMINI
낙인찍기,추가,"[여자/15세]
---
친구들이 날 이상하다고 생각하는 것 같아요. 내가 뭘 잘못했는지 도저히 모르겠습니다. 이제는 아무도 날 좋아하지 않는 것 같고, 내가 짐이 되어 버린 것 같아 너무 힘듭니다. 앞으로 어떻게 살아갈지 모르겠어요.",Claude
낙인찍기,추가,"[여자/17]  
---  
학종 면접을 마쳤는데, 내 실수 때문에 친구들이 나를 바보라고 생각할 것 같아 불안해. 과연 나에게 실망하고 멀어지는 건 아닌지 걱정이 증폭되고 있어.",GPT
낙인찍기,일반,"[여자/14]
---
또 혼났다.  점수가 낮다고, 밥값도 못 한다고 꾸중을 들었다.  아빠는 날 늘 실망시키는 겁쟁이라고 부른다.  내가 뭘 잘못했는지 모르겠다.  그냥…  숨 쉬는 것조차 죄 같다.  나는 아무짝에도 쓸모없는 존재다.
",GEMINI
낙인찍기,추가,"[남자/17세]
---
시험 중, 옆 친구가 답을 구걸했어.  내가 무시하자, 감독관이 우리 둘 다 부정행위로 몰았어.  나는 꼼수 부린 애 취급을 받았고,  결국 난 망했어.  나는 쓰레기야.  모두 나를 비웃을 거야.
",Gemini
낙인찍기,추가,"[여자/16세]
---
이름을 바꾸고 싶지만, 학교에서 원래 이름만 불러야 할 것 같아. 내가 원하는 이름으로 불리고 싶지만, 다른 사람들이 나를 이상하게 볼까봐 걱정돼. 이대로 계속 불편한 건지도 모르겠어.",Claude
낙인찍기,일반,"[남자/14]  
---  
학교 운동회에서 축구를 했지만, 내 팀은 졌다. 친구들은 잘하는데 나는 평균 이하인 것 같아 유난히 고민이 깊다. 운동선수는커녕, 내 미래는 어떻게 될지 불안하다.",GPT
낙인찍기,추가,"[여자/17세]
---
전 남친 생일이야.  그냥 친구로 남았지만,  내가 먼저 헤어지자 했으니 내 잘못이지.  생일 축하 문자도 보내기 싫어.  나쁜 여자야,  나.  아무도 날 좋아하지 않을 거야.
",Gemini
낙인찍기,추가,"[여자/15세]  
---  
전학 간 친구들이 늘 친구를 만들고, 나는 매번 혼자야. 나만 못난 것 같아. 모두가 나를 싫어할 거란 생각이 머릿속을 꽉 채우고, 더 이상 다가갈 용기가 나지 않아.",GPT
낙인찍기,추가,"[여자/16세]
---
정수리가 길어서 내 모습이 이상하다고 생각돼. 친구들 앞에서 어색해하고, 선생님께 불편한 말씀을 들었어. 아마 나는 영원히 이렇게 생길 수밖에 없는 사람인 것 같아. 앞으로 어떻게 살아야 할지 모르겠어.",Claude
낙인찍기,일반,"[여자/14]
---
내가 잘못했으니까 당연히 벌을 받는 거야.  예전 일 때문에 애들이 날 싫어하는 건 당연해.  어차피 난 쓸모없는 사람이니까.  다 내 잘못이야.  모든 게.  아무도 날 좋아하지 않아.  내가 먼저 망친 거야.
",GEMINI
낙인찍기,추가,"[여자/16세]
---
이번에 실수로 물건을 깨뜨려 돈을 물어내야 했어. 내가 중학생이라 이런 일이 생기면 너무 죄송하고 어쩌나 싶어. 이제 엄마께서 날 절대 믿지 않으실 거야. 내가 참 바보 같은 애구나.",Claude
낙인찍기,추가,"[여자/17세]
---
부모님의 이혼 소식을 듣고, 나는 모든 게 내 잘못인 것처럼 느껴졌다. 친구에게 털어놓아도 그저 동정만 해줄 뿐, 나를 이해하지 못하는 것 같아 점점 더 외로워졌다. 내가 아무리 노력해도 결국 다 실패할 것 같다.",Claude
낙인찍기,일반,"[여자/15세]
---
어제 발표 준비를 덜렁거리다 실수했어.  발표 내용을 까먹고 망했어.  내가 멍청해서 다 망친 거야.  다들 나를 바보 취급했을 거야.  내 성격 때문에 또 창피를 당했어.  정말 싫어, 이런 내가.
",GEMINI
낙인찍기,일반,"[여자/14]
---
거울 속 내 얼굴은 엉망이야.  좁쌀 여드름 때문에 친구들이 나를 이상하게 볼까 봐 무서워.  화장으로 가리려 했지만 더 심해졌어.  내 피부는 망했고, 나는 망했어.  다 내 잘못이야.  아무도 날 좋아하지 않을 거야.
",GEMINI
낙인찍기,추가,"[여자/15세]
---
시험에서 60점을 받으니 내 인생은 이제 완전히 엉망이 되었어. 공부를 해도 소용없는 바보 같은 내가 여기 있어. 이런 실패자가 어떻게 미래에 성공할 수 있겠어?",Claude
낙인찍기,추가,"[여자/17세]
---
친구들과의 복잡한 관계 때문에 시험을 망쳤어.  내가 문제야.  다들 나 때문에 힘들어하는 거 같아.  난 쓸모없는 사람이야.  결국 혼자가 될 거야.  아무것도 할 수 없어.  망했어.
",Gemini
낙인찍기,일반,"[남자/17]  
---  
학교에서 집중해야 하는데 게임이 머릿속에서 떠나질 않아. 친구들이 나를 피하는 것 같아. 미래는 점점 불안해지고, 게임만 하면 자책감이 생겨. 나, 정말 한심해. 제발 이젠 벗어나고 싶어.",GPT
낙인찍기,추가,"[남자/17세]
---
아빠는 또 술에 취해 소리를 질렀다.  내가 뭘 잘못했는지 모르겠다.  항상 내 탓이라고 한다.  나는 문제아,  쓸모없는 아이라고.  엄마는 울고,  나는 방에 틀어박혀  숨만 쉰다.  이 집은 감옥이고, 나는 죄수다.
",Gemini
낙인찍기,추가,"[여자/15세]
---
롤을 하루종일 하면서도 부모님이 나를 이해하지 못한다고 생각해요. 부모님이 내게 관심이 없는 건 확실해요. 내게 맞춰주지 않으니 나는 외로운 게임 중독자가 된 거죠.",Claude
낙인찍기,추가,"[여자/17세]
---
친구 수진이 남자친구랑 게임하다 친해졌어.  수진이는 내가 걔 좋아한다고 오해했어.  그냥 게임 친구였는데…  내가 잘못했나?  나는  이제  모든 친구를 잃을 거야.  난  믿을 사람이 아무도 없어.  완전히  망했어.  다 내 잘못이야. 나는 형편없는 친구야.",Gemini
낙인찍기,추가,"[여자/16세]
---
엄마한테 또 들켰어. 칼을 어디에 숨겨도 소용없어.  내가 문제야.  숨기는 것마다 발각되니까.  나는 쓸모없는 아이야.  다른 애들은 몰래 숨기는 법을 알텐데, 나는 바보 같아.  항상 실패하는 나.
",Gemini
낙인찍기,추가,"[여자/17세]
---
밤만 되면 숨 막혀.  웃던 내 모습은 가짜 같고,  나는  실패한 사람이야.  내일도 똑같을 거야.  어차피 난 늘 이렇잖아.  희망 없어.  모든 게 다 내 잘못이야.
",Gemini
낙인찍기,추가,"[여자/15세]
---
친구들이랑 가족들은 나를 무능한 사람이라고 생각해. 잘하는 게 하나도 없다며 나를 비웃어. 그들이 날 이렇게 보니 화가 나지만, 내가 바꿀 수 있는 게 없어.",Claude
낙인찍기,추가,"[남자/15세]
---
키가 안 크는 내 탓이야.  친구는 방학 동안 10cm나 컸는데, 나는 그대로야.  내가 운동을 안 해서 그런 거겠지.  나는 역시 게으르고, 쓸모없는 아이야.  다른 애들보다 작으니까,  인생도 실패할 거야.
",Gemini
낙인찍기,추가,"[여자/18]
---
수시 결과 발표가 코앞인데, 밤잠을 설친다.  떨리는 마음에 잠 못 이루는 건 당연하다고 생각했는데,  결과가 안 좋으면 나는 '완전한 실패자'일 거라는 생각이 머릿속을 떠나지 않는다.  나는 아무것도 할 수 없는 무능한 사람일 뿐이다.
",Gemini
낙인찍기,추가,"[여자/17세]
---
부모님이 날 믿지 않으시네요. 몇 번 실수했다고 계속 날 나쁜아이라고 취급하시네요. 이번에도 부모님 몰래 밖에 있었다고 성화를 내시던데, 다른 사람들과 같이 놀면 무슨 문제가 있나요? 이제 엄마는 절대 저를 믿지 않을 거예요.",Claude
낙인찍기,추가,"[여자/15]
---
수학 공부를 하지 않고 포기했어요. 이제 공부를 해보려고 하지만, 이전에 실패했으니 바로 중3 과정을 따라잡을 수 없을 거예요. 이제는 실패자가 된 것 같아요.",Claude
낙인찍기,추가,"[남자/17]
---
학교에 가기 싫어 계속 결석했다.  결국 자퇴를 결심했지만,  나는 이미 낙오자야.  검정고시?  취업?  절대 안 될 거야.  나는 실패한 인생이야.  아무것도 할 수 없어.
",Gemini
낙인찍기,추가,"[여자/16세]
---
아니, 우리 동생은 진짜 별로야. 그냥 남들보다 못생기고 성격도 별로라니까. 항상 남의 시선을 의식하면서 행동하더라. 그런 애가 어떻게 나랑 같은 가족일 수 있어? 도底底 저런 식으로 살아서야 안 될 거야.",Claude
낙인찍기,추가,"[여자/15]  
---  
저는 중학교에서 친구와의 갈등으로 힘든 시간을 보내고 있습니다. B가 저에게 나쁜 말을 하더니, 제가 반응하자 모든 친구들이 저를 나쁜 사람으로 알고 있어요. 나는 정말 못난 사람이 된 것 같아요.",GPT
낙인찍기,추가,"[여자/15세]
---
학교에서 제가 선생님께 물어보는 모습을 보고 친구들은 저를 '바보'라고 부릅니다. 집에 가서도 공부에 집중하지 못하고, 부모님이 저를 '게으른 아이'라고 말씀하시는 걸 듣습니다. 이제 저는 제 자신이 형편없다고 생각되어 움츠러들고 있습니다.",Claude
낙인찍기,추가,"[여자/16세]
---
친구들이 나랑 안 놀아.  내가 뭘 잘못했는지 모르겠어.  아마 내가 싫은 거겠지.  나는 인기 없는 애야.  다들 날 싫어해.  공부만 해야겠어.  그래야 좀 나아질까.  내 인생은 망했어.
",Gemini
낙인찍기,추가,"[여자/15세]  
---  
한 친구가 나에게 차갑게 대했어요. 그 순간, 내가 싫어지는 건가 싶었죠. 나만 나쁜 여자인가? 아무리 잘해도 사람들은 날 싫어할 것 같아요. 내가 잘못한 게 분명한 것 같아요.",GPT
낙인찍기,일반,"[여자/14세]
---
중학교에 입학하자 나를 '혼자 있기 좋아하는 소심한 아이'로 여겼어. 다른 친구들과 어울리기가 어려워 늘 혼자 다녀야 했고, 체육 시간에도 혼자 있어야 했어. 이제는 어떻게 해야 할지 모르겠어.",CLAUDE
낙인찍기,추가,"[여자/17세]
---
방학 후, 그 애는 나를 쳐다보지도 않았어.  내가 그 애에게 아무것도 아닌 존재라는 걸 깨달았어.  결국, 나는 그저 짝사랑하는 바보일 뿐이야.  내 모든 노력은  헛된 거였어.  나는 쓸모없는 사람이야.
",Gemini
낙인찍기,추가,"[여자/15]
---
유학 후, 다시 중학교 1학년으로 돌아가야 해.  내가 망쳐버렸어.  다시 시작하는 것도 싫고, 2살 어린 애들하고 같이 수업 듣는 것도 끔찍해.  나는 실패한 애야.  결국 아무것도 안 될 거야.  다 내 잘못이야.
",Gemini
낙인찍기,추가,"[여자/15세]
---
시험에서 R 등급을 받았어. 다른 친구들은 A, B 등급을 받았는데 나만 꼴찌 등급이 나왔어. 이제 학교에서 우리 반 애들이 날 '성적 바보'라고 부를까봐 걱정돼. 앞으로 아무도 날 믿지 않을 거야.",Claude
낙인찍기,추가,"[여자/16세]
---
이번 선거에서 3등이라니, 난 완전히 실패자가 된 것 같아. 노력해도 소용없나 보다. 앞으로 나에게는 그 어떤 기회도 주어지지 않을 거야. 이제 누가 나 좀 이해해달라고 말할 수도 없겠지.",Claude
낙인찍기,추가,"[여자/16세]
---
오늘 시험에서 실수했어. 이제 선생님이 날 게으른 학생이라 생각하실 거야. 친구들도 날 '바보' 취급할 거고, 부모님은 나를 실망시켰다고 하실 거야. 앞으로 모든 게 잘못될 거 같아.",Claude
낙인찍기,추가,"[여자/15세]  
---  
친구들이 다 예쁜 필통을 가지고 다니는데, 나는 방학 때 산 게 너무 부담스러워. 내가 이걸 들고 다니면 어딘가 촌스럽고, 사람들이 나를 재미없는 애로 생각할 거야.",GPT
낙인찍기,추가,"[남자/17세]
---
학교 앞 벤치에 앉아 숙제를 하다 빵을 먹었는데, 지나가던 할머니가 ""저런, 저 버릇없는 녀석들""이라며 힐끗거렸다.  내가 뭘 잘못했지?  결국 난 그냥 쓰레기 같은 놈일 뿐이야.  모두 나를 싫어할 거야.
",Gemini
낙인찍기,추가,"[여자/17]  
---  
어딜 가나 항상 나를 계속 괴롭히는 애가 있어요. 모든 문제는 내가 원인인 것 같아서, 자꾸 내 성격을 이상하다고 생각해요. 진짜 나쁜 사람처럼 느껴지고 점점 더 외로워져요.",GPT
낙인찍기,추가,"[남자/15]
---
선거 후, 그녀와 매일 연락해.  하지만 학교에서 마주치면 얼굴이 빨개져.  내가 왜 이렇게 어색한 걸까?  난 찌질이인가봐.  그녀는 날 좋아하지 않을 거야.  어차피 난 인기 없는 애니까.
",Gemini
낙인찍기,일반,"[여자/17세]
---
평소에 내 행동이 별로 괜찮지 않은 것 같아서 스스로 검사를 해봤지만, 계속 문제 있다고 나오더라. 부모님께 말하기가 두려워서 숨기고 있지만, 가끔 내가 무서워질 때도 있어.",CLAUDE
낙인찍기,추가,"[여자/14]
---
방학인데 심심해 죽겠어. 친구들은 학원에, 나는 집에만 있어.  아무것도 안 하니까 쓸모없는 인간 같고,  게으른 애처럼 느껴져.  나 망했어.  나는 그냥 아무짝에도 쓸모없는 존재야.
",Gemini
